Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Issue split),Outward issue link (Issue split),Attachment,Attachment,Custom field (AIS - Acceptance Criteria),Custom field (AND Theme),Custom field (ANDi Contact(s)),Custom field (ANDi Level),Custom field (ANDi Role & Level),Custom field (Ability to reproduce),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria ),Custom field (Acceptance Criteria ),Custom field (Acceptance crietera),Custom field (Ada End Date),Custom field (Affected services),Custom field (Assumptions ),Custom field (Atlas project key),Custom field (Atlas project status),Custom field (Baseline for primary metric),Custom field (Bid Documentation Link),Custom field (Bid Stage),Custom field (Billable),Custom field (Blocked reason),Custom field (Buddy),Custom field (Business Value),Custom field (Campus Start Date),Custom field (Category),Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Club),Custom field (Club Vision),Custom field (Club Vision),Custom field (Comments),Custom field (Commercials),Custom field (Commericals),Custom field (Community),Custom field (Community),Custom field (Company size),Custom field (Confidence Level Score),Custom field (Content type),Custom field (Create wireframe),Custom field (Deadline),Custom field (Deadline),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Definition of Done (DOD)),Custom field (Definition of Done (DOD)),Custom field (Definition of Done (DOD)),Custom field (Definition of Ready),Custom field (Delivery progress),Custom field (Delivery status),Custom field (Department),Custom field (Dependencies),Custom field (Dependencies),Custom field (Dependencies),Custom field (Dependent Story),Custom field (Design),Custom field (Designs ready),Custom field (Desired result),Custom field (Desktop Design),Custom field (Development),Custom field (DoD),Custom field (DoD),Custom field (DoR),Custom field (DoR),Custom field (Due by date),Custom field (Due by date),Custom field (Effort),Custom field (Email),Custom field (End date),Custom field (Engagement End Date),Custom field (Engagement Start Date),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Estimated Time),Custom field (Estimation),Custom field (Exp. Primary KPI),Custom field (Experiment Name),Custom field (Experiment Name/Key),Custom field (Experiment Split),Custom field (GSDT: Contentful Information),Custom field (GSDT: User Story),Custom field (Gladys Lens - ANDi),Custom field (Gladys Lens - ANDi),Custom field (Gladys Lens - Client),Custom field (Gladys Lens - Client),Custom field (Gladys Lens - Client),Custom field (Gladys Lens - Club),Custom field (Gladys Lens - Club),Custom field (Gladys Lens - Commercials),Custom field (Gladys Lens - Commercials),Custom field (Goal impact),Custom field (Guild),Custom field (Guild),Custom field (Guild),Custom field (Guild),Custom field (Guild),Custom field (Hiring department),Custom field (Hiring manager),Custom field (Hypothesis / Objective),Custom field (I would like to),Custom field (ILab Zone),Custom field (Idea archived),Custom field (Idea archived on),Custom field (Impact),Custom field (Impact score),Custom field (Impact vs. effort),Custom field (Insights),Custom field (Insights impact),Custom field (Interview Date),Custom field (Issue color),Custom field (Job role),Custom field (KM - Controls + Support),Custom field (KM - How?),Custom field (KM - Inputs + Pre-conditions),Custom field (KM - Outputs + Post-conditions),Custom field (KM - Role - Accountabilities),Custom field (KM - Role - Experience),Custom field (KM - Role - Responsibilities),Custom field (KM - Role - Skills),Custom field (KM - Roles + Resources),Custom field (KM - What?),Custom field (KM - Why?),Custom field (KX - Description),Custom field (Last Worked on ),Custom field (Learning & Challenges),Custom field (Learning & Challenges),Custom field (Learning & Challenges),Custom field (Learning & Challenges),Custom field (Learning & Challenges),Custom field (Learning & Challenges),Custom field (Learning Goal),Custom field (Learnings & Challenges),Custom field (Link to figma),Custom field (Link to storyboard/supporting media),Custom field (Linked issues),Custom field (Links to Designs),Custom field (Location),Custom field (Locked forms),Custom field (Magic Story Points),Custom field (Mobile Design),Custom field (Murray Client),Custom field (Murray Client),Custom field (Murray Squad),Custom field (Murray Squad Lead),Custom field (Next Engagement Start Date),Custom field (Number of unique visitors),Custom field (OKR Related to),Custom field (Open forms),Custom field (Opportunity value),Custom field (Persona),Custom field (Phone number),Custom field (Product Affected),Custom field (Product Value Score),Custom field (Product area),Custom field (Project Name),Custom field (Project start),Custom field (Project target),Custom field (Projected MDE),Custom field (Proposed ANDis),Custom field (Public description),Custom field (Publication date),Custom field (Questions ),Custom field (Rank),Custom field (Reference),Custom field (Release Version),Custom field (Release Version),Custom field (Release Version),Custom field (Release Version),Custom field (Request For Change),Custom field (Request For Change),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Required sample size),Custom field (Resolution),Custom field (Resolution),Custom field (Response Length),Custom field (RnD),Custom field (Roadmap),Custom field (Role Type),Custom field (Run time),Satisfaction rating,Custom field (Satisfaction date),Custom field (Score),Custom field (Session Date),Custom field (Short description),Custom field (So that),Custom field (Spec ready),Custom field (Sponsor),Sprint,Custom field (Squad),Custom field (Squad),Custom field (Squad Lead),Custom field (Start date),Custom field (Start date),Custom field (Steps to Replicate),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Who),Custom field (Story point estimate),Custom field (Story point estimate),Custom field (Story point(s)),Custom field (Story points),Custom field (Submitted forms),Custom field (Subproject),Custom field (Subproject),Custom field (Supporting Data),Custom field (T-Shirt Size),Custom field (T-Shirt Size),Custom field (T-Shirt Size),Custom field (T-shirt Size),Custom field (T-shirt Size Estimation),Custom field (TD Due By),Custom field (TShirt Size),Custom field (Target end),Custom field (Target start),Custom field (Task),Custom field (Tasks),Custom field (Team),Custom field (Team),Custom field (Tee-shirt sizing),Custom field (Template),Custom field (Test),Custom field (Theme),Custom field (Timebox),Custom field (Total forms),Custom field (Updates),Custom field (Upskilling),Custom field (Upskilling),Custom field (User Story),Custom field (Value),Custom field (Value to SH),Custom field (Vulnerability),Custom field (Website),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (uuid),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Create the theme and configuration,ENKPS-28,71241,Task,In Review,ENKPS,EUHub Nexus | KPN Practice Sprints ,software,Kimberley Kruger,61bafd21755091006a276b65,,Medium,,Eniko Kosztolanyi,60ac10b81155bb006fbd90e3,Tom Pope,60abd889411c22006827c085,Tom Pope,60abd889411c22006827c085,16/Apr/24 2:53 PM,18/Apr/24 4:24 PM,22/Apr/24 8:51 AM,,,0,"* Add example Colours, spacing, typography to theme
* Add theme configuration with Tailwind
* Create an example component using theme
* Analyse all different typography types across KPN
* Create typography component where you can choose the variant 
* Heading 
* Subheading 
* Body text
* Example
** <Typography variant=""h1"" component=""h2""> h1. Heading </Typography>",,Eniko Kosztolanyi,Tom Pope,60ac10b81155bb006fbd90e3,60abd889411c22006827c085,,,,,,,,,,ENKPS-26,ENKPS-27,ENKPS-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i040lh:zza,,,,,,,,,,,,,,,,,,,,,,,,,,,ENKPS Sprint 1,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-18 15:24:23.533,,,18/Apr/24 4:24 PM;60ac10b81155bb006fbd90e3;PR: [https://git.core.and-digital.com/aletta/kpn-group-project/-/merge_requests/2|https://git.core.and-digital.com/aletta/kpn-group-project/-/merge_requests/2],,71212,Dev set up,In Progress,18/Apr/24 2:37 PM
Create Button Component,ENKPS-27,71240,Story,To Do,ENKPS,EUHub Nexus | KPN Practice Sprints ,software,Kimberley Kruger,61bafd21755091006a276b65,,Medium,,,,Tom Pope,60abd889411c22006827c085,Tom Pope,60abd889411c22006827c085,16/Apr/24 2:52 PM,19/Apr/24 9:45 AM,22/Apr/24 8:51 AM,,,0,"3 x button types

* Primary blue 
* Inverted white
* Disabled button (under account creation)",,Tom Pope,,60abd889411c22006827c085,,,,,,,,,,ENKPS-28,,,,ENKPS-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i041to:,,,,,,,,,,,,,,,,,,,,,,,,,,,ENKPS Sprint 1,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71010,Create Account,To Do,16/Apr/24 2:52 PM
Create Card Component ,ENKPS-26,71239,Task,To Do,ENKPS,EUHub Nexus | KPN Practice Sprints ,software,Kimberley Kruger,61bafd21755091006a276b65,,Medium,,,,Tom Pope,60abd889411c22006827c085,Tom Pope,60abd889411c22006827c085,16/Apr/24 2:51 PM,18/Apr/24 2:48 PM,22/Apr/24 8:51 AM,,,0,"* We’ve agreed to go with the welcome card from a styling perspective
* Two buttons max
* Recreate styling as best to your ability, expect slight differences",,Kimberley Kruger,Tom Pope,61bafd21755091006a276b65,60abd889411c22006827c085,,,,,,,,,ENKPS-28,,,,,,,,18/Apr/24 9:30 AM;ug:64b26c24-ef0b-48a9-b17c-a83b5bb14790;Screenshot 2024-04-18 at 10.22.54.png;https://anddigitaltransformation.atlassian.net/rest/api/3/attachment/content/23483,18/Apr/24 9:29 AM;ug:64b26c24-ef0b-48a9-b17c-a83b5bb14790;Screenshot 2024-04-18 at 10.24.13.png;https://anddigitaltransformation.atlassian.net/rest/api/3/attachment/content/23482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i041tg:,,,,,,,,,,,,,,,,,,,,,,,,,,,ENKPS Sprint 1,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-18 08:43:20.474,,,18/Apr/24 9:43 AM;61bafd21755091006a276b65;Whoever picks up the ticket will need to determine the max height and width of the component,,71010,Create Account,To Do,16/Apr/24 2:51 PM
Create routing for all of account creation user flow,ENKPS-25,71238,Task,To Do,ENKPS,EUHub Nexus | KPN Practice Sprints ,software,Kimberley Kruger,61bafd21755091006a276b65,,Medium,,,,Tom Pope,60abd889411c22006827c085,Tom Pope,60abd889411c22006827c085,16/Apr/24 2:34 PM,18/Apr/24 12:28 PM,22/Apr/24 8:51 AM,,,0,"* Routing for https://inloggen.kpn.com/ 
* Routing for https://inloggen.kpn.com/registreren/[ID]
* Routing for two factor request https://inloggen.kpn.com/mfa 
* Routing for home kpn.com",,Tom Pope,,60abd889411c22006827c085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i041t8:,,,,,,,,,,,,,,,,,,,,,,,,,,,ENKPS Sprint 1,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71010,Create Account,To Do,16/Apr/24 2:34 PM
SPIKE: Research best hosting provider for project,ENKPS-24,71235,Story,To Do,ENKPS,EUHub Nexus | KPN Practice Sprints ,software,Kimberley Kruger,61bafd21755091006a276b65,,Medium,,,,Tom Pope,60abd889411c22006827c085,Tom Pope,60abd889411c22006827c085,16/Apr/24 2:05 PM,18/Apr/24 8:42 AM,22/Apr/24 8:51 AM,,,0,,,Tom Pope,,60abd889411c22006827c085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i040lh:zz5i,,,,,,,,,,,,,,,,,,,,,,,,,,,ENKPS Sprint 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/Apr/24 2:06 PM;60abd889411c22006827c085;Timebox 0.5 days,,71212,Dev set up,To Do,16/Apr/24 2:05 PM
SPIKE: Research best way of fetching content from contentful: Contentful Client vs GraphQL,ENKPS-23,71230,Story,To Do,ENKPS,EUHub Nexus | KPN Practice Sprints ,software,Kimberley Kruger,61bafd21755091006a276b65,,Medium,,Juan Solano,633409fea84c7f79c38738eb,Tom Pope,60abd889411c22006827c085,Tom Pope,60abd889411c22006827c085,16/Apr/24 10:58 AM,18/Apr/24 4:32 PM,22/Apr/24 8:51 AM,,,0,,,Tom Pope,,60abd889411c22006827c085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i040lh:zz6,,,,,,,,,,,,,,,,,,,,,,,,,,,ENKPS Sprint 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/Apr/24 2:08 PM;60abd889411c22006827c085;Timebox: 0.5 days,,71212,Dev set up,To Do,18/Apr/24 4:32 PM
Build Gitlab runner pipeline,ENKPS-22,71217,Task,In Progress,ENKPS,EUHub Nexus | KPN Practice Sprints ,software,Kimberley Kruger,61bafd21755091006a276b65,,Medium,,Nneka Tielman,6294f4fd1a2bdf0070942111,Kimberley Kruger,61bafd21755091006a276b65,Kimberley Kruger,61bafd21755091006a276b65,16/Apr/24 8:10 AM,17/Apr/24 9:23 AM,22/Apr/24 8:51 AM,,,0,"*SCOPE SUMMARY*

* Link of example gitlab pipeline. Inspire Project used one: [https://anddigitaltransformation.atlassian.net/wiki/spaces/CAA/pages/4377706526/Aletta+Inspire+Learning+Platform+-+Project+Space|https://anddigitaltransformation.atlassian.net/wiki/spaces/CAA/pages/4377706526/Aletta+Inspire+Learning+Platform+-+Project+Space|smart-link] 
* Reach out to Keith for help if need be",,Kimberley Kruger,,61bafd21755091006a276b65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i040lh:zz2,,,,,,,,,,,,,,,,,,,,,,,,,,,ENKPS Sprint 1,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71212,Dev set up,In Progress,17/Apr/24 9:23 AM
Setup pre-commit hooks and linters,ENKPS-21,71216,Task,Done,ENKPS,EUHub Nexus | KPN Practice Sprints ,software,Kimberley Kruger,61bafd21755091006a276b65,,Medium,Done,Eniko Kosztolanyi,60ac10b81155bb006fbd90e3,Kimberley Kruger,61bafd21755091006a276b65,Kimberley Kruger,61bafd21755091006a276b65,16/Apr/24 8:10 AM,18/Apr/24 9:06 AM,22/Apr/24 8:51 AM,18/Apr/24 9:06 AM,,0,"This is done in order to manage Quality Assurance and force everyone to use prettier and ES Lint for code standards. 

*SCOPE SUMMARY*

* Use husky and lint-staged to setup pre-commit hooks. We will use prettier and ESLint as our linters. 
* Install dependencies: husky, lint-staged, eslint
* configure husky and lint-staged to work with Nuxt.
* ESLint and Prettier should be run with every commit across all .vue and .js files
* Test by running a commit",,Kimberley Kruger,,61bafd21755091006a276b65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i040lh:zz9,,,,,,,,,,,,,,,,,,,,,,,,,,,ENKPS Sprint 1,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13187_*:*_1_*:*_0_*|*_13185_*:*_1_*:*_90879136_*|*_13186_*:*_1_*:*_85303683,,,,71212,Dev set up,Done,18/Apr/24 9:06 AM
Setup Contentful: Create free account and FE integration,ENKPS-20,71215,Task,To Do,ENKPS,EUHub Nexus | KPN Practice Sprints ,software,Kimberley Kruger,61bafd21755091006a276b65,,Medium,,,,Kimberley Kruger,61bafd21755091006a276b65,Kimberley Kruger,61bafd21755091006a276b65,16/Apr/24 8:06 AM,16/Apr/24 2:11 PM,22/Apr/24 8:51 AM,,,0,"BACKGROUND

This is the setup required to be able to fetch Content from contentful

*SCOPE SUMMARY*

* Create account 
* Setup contentful plugin on FE project
* Setup template fetch of content",,Kimberley Kruger,,61bafd21755091006a276b65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i040lh:zz8,,,,,,,,,,,,,,,,,,,,,,,,,,,ENKPS Sprint 1,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71212,Dev set up,To Do,16/Apr/24 8:06 AM
Setup Supabase integration,ENKPS-19,71214,Task,Done,ENKPS,EUHub Nexus | KPN Practice Sprints ,software,Kimberley Kruger,61bafd21755091006a276b65,,Medium,Done,Juan Solano,633409fea84c7f79c38738eb,Kimberley Kruger,61bafd21755091006a276b65,Kimberley Kruger,61bafd21755091006a276b65,16/Apr/24 8:05 AM,19/Apr/24 1:51 PM,22/Apr/24 8:51 AM,19/Apr/24 1:51 PM,,0,"*SCOPE SUMMARY*

* Create a supabase account and team
* Setup template users table
* adding supabase client to FE including env variables
* Setup template fetch all users in Vuex store
* Link to project with supabase: [https://git.core.and-digital.com/aletta/kpn-test-projects/-/merge_requests/15|https://git.core.and-digital.com/aletta/kpn-test-projects/-/merge_requests/15]",,Kimberley Kruger,,61bafd21755091006a276b65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i040lh:zz5,,,,,,,,,,,,,,,,,,,,,,,,,,,ENKPS Sprint 1,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13187_*:*_1_*:*_0_*|*_13185_*:*_1_*:*_89945356_*|*_13186_*:*_1_*:*_96138344_*|*_13211_*:*_1_*:*_93878167,,,,71212,Dev set up,Done,19/Apr/24 1:51 PM
Project initialisation,ENKPS-18,71213,Task,Done,ENKPS,EUHub Nexus | KPN Practice Sprints ,software,Kimberley Kruger,61bafd21755091006a276b65,,Medium,Done,Eniko Kosztolanyi,60ac10b81155bb006fbd90e3,Kimberley Kruger,61bafd21755091006a276b65,Kimberley Kruger,61bafd21755091006a276b65,16/Apr/24 8:05 AM,17/Apr/24 9:23 AM,22/Apr/24 8:51 AM,17/Apr/24 9:23 AM,,0,"*SCOPE SUMMARY*

Repository: 

* [https://git.core.and-digital.com/aletta/kpn-group-project|https://git.core.and-digital.com/aletta/kpn-group-project]
* Initialise project with Tailwind 
* Initialise project with Prettier (and if possible ES Lint)
* Javascript (NOT Typescript)
* NPM
* Initialise project with Jest configuration
* Update the Developer Ways of Working documentation to include running project instructions",,Kimberley Kruger,,61bafd21755091006a276b65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i040lh:zz,,,,,,,,,,,,,,,,,,,,,,,,,,,ENKPS Sprint 1,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13187_*:*_1_*:*_0_*|*_13185_*:*_1_*:*_90363117_*|*_13186_*:*_1_*:*_718447,,,,71212,Dev set up,Done,17/Apr/24 9:23 AM
Dev set up,ENKPS-17,71212,Epic,To Do,ENKPS,EUHub Nexus | KPN Practice Sprints ,software,Kimberley Kruger,61bafd21755091006a276b65,,Medium,,,,Kimberley Kruger,61bafd21755091006a276b65,Kimberley Kruger,61bafd21755091006a276b65,16/Apr/24 8:03 AM,18/Apr/24 12:24 PM,22/Apr/24 8:51 AM,,10/May/24 12:00 AM,0,,,Kimberley Kruger,,61bafd21755091006a276b65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i040o6:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/Apr/24 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,16/Apr/24 8:03 AM
Database migration,ENKPS-16,71153,Story,To Do,ENKPS,EUHub Nexus | KPN Practice Sprints ,software,Kimberley Kruger,61bafd21755091006a276b65,,Medium,,,,Kimberley Kruger,61bafd21755091006a276b65,Kimberley Kruger,61bafd21755091006a276b65,15/Apr/24 9:38 AM,15/Apr/24 9:38 AM,22/Apr/24 8:51 AM,,,0,,,Kimberley Kruger,,61bafd21755091006a276b65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i041dc:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,15/Apr/24 9:38 AM
Create content model for log in,ENKPS-15,71141,Task,To Do,ENKPS,EUHub Nexus | KPN Practice Sprints ,software,Kimberley Kruger,61bafd21755091006a276b65,,Medium,,,,Kimberley Kruger,61bafd21755091006a276b65,Kimberley Kruger,61bafd21755091006a276b65,12/Apr/24 11:53 AM,19/Apr/24 2:57 PM,22/Apr/24 8:51 AM,,,0,"*BACKGROUND*

KPN would like to move over to Contentful. As part of this move, we need to include content modelling in our development. 

*SCOPE SUMMARY*

In Scope

* Heading 
* Email address field 
* Password field 
* Ts and cs checkbox 
* CTA Button 

Out of Scope

* TBC

*TECH DESIGN*

TBC

*DEPENDENCIES*

TBC

*QUESTIONS*

* This is exactly the same list as we have for account creation, so do we need a content model for log in?",,Kimberley Kruger,,61bafd21755091006a276b65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i040ll:i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,12/Apr/24 11:53 AM
